Alpha,Exceedances,Queue_Count,Method
0.55,25.33931691482455,878,MaxNI Network
0.55,21.100689148110657,878,MaxNI Network
0.55,18.92339396530312,878,MaxNI Network
0.55,25.89074897588107,878,MaxNI Network
0.55,19.19313622174153,878,MaxNI Network
0.55,11.980163218154054,878,MaxNI Network
0.55,15.525543439942007,878,MaxNI Network
0.55,15.830829268108591,878,MaxNI Network
0.55,16.207970045276863,878,MaxNI Network
0.55,16.232189251278495,878,MaxNI Network
0.55,20.35751745217904,878,MaxNI Network
0.55,20.59360825942166,878,MaxNI Network
0.55,24.5475719895872,878,MaxNI Network
0.55,25.343991215128007,878,MaxNI Network
0.55,12.340321928945638,878,MaxNI Network
0.55,20.534518599015364,878,MaxNI Network
0.6000000000000001,31.38517002519169,878,MaxNI Network
0.6000000000000001,16.368893111950175,878,MaxNI Network
0.6000000000000001,30.450318639422278,878,MaxNI Network
0.6000000000000001,23.588986245733015,878,MaxNI Network
0.6000000000000001,28.97866582494053,878,MaxNI Network
0.6000000000000001,30.398564654196125,878,MaxNI Network
0.6000000000000001,35.660205199418435,878,MaxNI Network
0.6000000000000001,31.035670642033608,878,MaxNI Network
0.6000000000000001,26.747082210966564,878,MaxNI Network
0.6000000000000001,34.68271340651916,878,MaxNI Network
0.6000000000000001,28.51081459724809,878,MaxNI Network
0.6000000000000001,33.1110286442801,878,MaxNI Network
0.6000000000000001,14.433723903515803,878,MaxNI Network
0.6000000000000001,27.5444823102462,878,MaxNI Network
0.6000000000000001,27.995362913461896,878,MaxNI Network
0.6000000000000001,23.75760662590349,878,MaxNI Network
0.6000000000000001,28.073813077721294,878,MaxNI Network
0.6000000000000001,33.090895243669046,878,MaxNI Network
0.6000000000000001,38.230044116929896,878,MaxNI Network
0.6000000000000001,22.84503017087933,878,MaxNI Network
0.6000000000000001,29.592085484157536,878,MaxNI Network
0.6000000000000001,20.20787601071507,878,MaxNI Network
0.6000000000000001,25.837380683829487,878,MaxNI Network
0.6000000000000001,31.100353842759432,878,MaxNI Network
0.6000000000000001,20.18031983041127,878,MaxNI Network
0.6000000000000001,18.37679908829882,878,MaxNI Network
0.6000000000000001,20.81467568149224,878,MaxNI Network
0.6000000000000001,33.81697718446069,878,MaxNI Network
0.6000000000000001,25.65743656383942,878,MaxNI Network
0.6000000000000001,28.304768458020433,878,MaxNI Network
0.6000000000000001,21.509633436019126,878,MaxNI Network
0.6000000000000001,24.010436774897027,878,MaxNI Network
0.6000000000000001,34.28962093639141,878,MaxNI Network
0.6000000000000001,33.75405722524686,878,MaxNI Network
0.6000000000000001,29.754410454335215,878,MaxNI Network
0.6000000000000001,21.56848254387151,878,MaxNI Network
0.6000000000000001,32.43786303565642,878,MaxNI Network
0.6000000000000001,33.966375205447676,878,MaxNI Network
0.6000000000000001,38.2708416733983,878,MaxNI Network
0.6000000000000001,26.969587677921687,878,MaxNI Network
0.6000000000000001,37.671678120901184,878,MaxNI Network
0.6000000000000001,25.629214722335377,878,MaxNI Network
0.6000000000000001,19.429473306904203,878,MaxNI Network
0.6000000000000001,26.84358238771989,878,MaxNI Network
0.6000000000000001,30.79824132894825,878,MaxNI Network
0.6000000000000001,32.375983206262696,878,MaxNI Network
0.6000000000000001,29.429346640174863,878,MaxNI Network
0.6000000000000001,27.021394569967022,878,MaxNI Network
0.6000000000000001,27.159983631041868,878,MaxNI Network
0.6000000000000001,28.903287600395515,878,MaxNI Network
0.6500000000000001,26.14008394813418,878,MaxNI Network
0.6500000000000001,37.42897179427988,878,MaxNI Network
0.6500000000000001,53.15672711396214,878,MaxNI Network
0.6500000000000001,40.97170691011547,878,MaxNI Network
0.6500000000000001,40.694026143684965,878,MaxNI Network
0.6500000000000001,34.03551048622743,878,MaxNI Network
0.6500000000000001,36.71515084545837,878,MaxNI Network
0.6500000000000001,38.82487943913336,878,MaxNI Network
0.6500000000000001,41.312504456813144,878,MaxNI Network
0.6500000000000001,58.11003820791863,878,MaxNI Network
0.6500000000000001,40.376671802930645,878,MaxNI Network
0.6500000000000001,39.712667030835135,878,MaxNI Network
0.6500000000000001,34.83596310080888,878,MaxNI Network
0.6500000000000001,26.504751822551423,878,MaxNI Network
0.6500000000000001,44.267259142560725,878,MaxNI Network
0.6500000000000001,31.33222161647622,878,MaxNI Network
0.6500000000000001,41.09745775150488,878,MaxNI Network
0.6500000000000001,28.681895733604755,878,MaxNI Network
0.6500000000000001,28.97774224974392,878,MaxNI Network
0.6500000000000001,37.35714375594303,878,MaxNI Network
0.6500000000000001,45.09717044851326,878,MaxNI Network
0.6500000000000001,34.798712375231105,878,MaxNI Network
0.6500000000000001,42.293344602126936,878,MaxNI Network
0.6500000000000001,25.305187051572965,878,MaxNI Network
0.6500000000000001,28.331436740019,878,MaxNI Network
0.6500000000000001,43.76956899076034,878,MaxNI Network
0.6500000000000001,28.691620632488572,878,MaxNI Network
0.6500000000000001,32.003241520610466,878,MaxNI Network
0.6500000000000001,36.409696570242865,878,MaxNI Network
0.6500000000000001,45.50586694401629,878,MaxNI Network
0.6500000000000001,40.01593916892739,878,MaxNI Network
0.6500000000000001,26.780468742309825,878,MaxNI Network
0.6500000000000001,31.793196351183248,878,MaxNI Network
0.6500000000000001,47.41365993807293,878,MaxNI Network
0.6500000000000001,40.158227979858644,878,MaxNI Network
0.6500000000000001,35.011232390079655,878,MaxNI Network
0.6500000000000001,26.554459369381984,878,MaxNI Network
0.6500000000000001,36.09849390321921,878,MaxNI Network
0.6500000000000001,26.3645213902566,878,MaxNI Network
0.6500000000000001,37.09392549938105,878,MaxNI Network
0.6500000000000001,40.20526827421043,878,MaxNI Network
0.6500000000000001,62.277166413673136,878,MaxNI Network
0.6500000000000001,28.920863436485714,878,MaxNI Network
0.6500000000000001,41.866761478558224,878,MaxNI Network
0.6500000000000001,22.253487465569975,878,MaxNI Network
0.6500000000000001,50.58244000255087,878,MaxNI Network
0.6500000000000001,37.3358631100039,878,MaxNI Network
0.6500000000000001,29.977750095824103,878,MaxNI Network
0.6500000000000001,47.12839945283603,878,MaxNI Network
0.6500000000000001,50.89465456139563,878,MaxNI Network
0.7000000000000002,58.54725987896543,878,MaxNI Network
0.7000000000000002,60.61575926885306,878,MaxNI Network
0.7000000000000002,66.01697804988898,878,MaxNI Network
0.7000000000000002,45.25651786337291,878,MaxNI Network
0.7000000000000002,52.19035366534217,878,MaxNI Network
0.7000000000000002,54.04565306467847,878,MaxNI Network
0.7000000000000002,54.104604058934434,878,MaxNI Network
0.7000000000000002,49.842236468425575,878,MaxNI Network
0.7000000000000002,48.60344535111942,878,MaxNI Network
0.7000000000000002,50.59176731088856,878,MaxNI Network
0.7000000000000002,58.212053711521676,878,MaxNI Network
0.7000000000000002,37.28436293934818,878,MaxNI Network
0.7000000000000002,51.81510353490166,878,MaxNI Network
0.7000000000000002,53.66223726739515,878,MaxNI Network
0.7000000000000002,59.07245173210644,878,MaxNI Network
0.7000000000000002,56.93286942006182,878,MaxNI Network
0.7000000000000002,49.9263511830719,878,MaxNI Network
0.7000000000000002,50.68273516973098,878,MaxNI Network
0.7000000000000002,40.65571839491856,878,MaxNI Network
0.7000000000000002,46.66858110280699,878,MaxNI Network
0.7000000000000002,45.3360251573668,878,MaxNI Network
0.7000000000000002,41.58306956345628,878,MaxNI Network
0.7000000000000002,43.049782272072854,878,MaxNI Network
0.7000000000000002,53.045731307553396,878,MaxNI Network
0.7000000000000002,45.967396868929264,878,MaxNI Network
0.7000000000000002,38.47047602314509,878,MaxNI Network
0.7000000000000002,51.985498876339044,878,MaxNI Network
0.7000000000000002,61.63586368582977,878,MaxNI Network
0.7000000000000002,54.486693752053256,878,MaxNI Network
0.7000000000000002,46.51929044663984,878,MaxNI Network
0.7000000000000002,43.80323746502273,878,MaxNI Network
0.7000000000000002,57.7407920518778,878,MaxNI Network
0.7000000000000002,52.84793751577081,878,MaxNI Network
0.7000000000000002,62.09977595640023,878,MaxNI Network
0.7000000000000002,29.95387940677082,878,MaxNI Network
0.7000000000000002,59.03504654399421,878,MaxNI Network
0.7000000000000002,79.48192264902846,878,MaxNI Network
0.7000000000000002,52.25483772380283,878,MaxNI Network
0.7000000000000002,56.653727520719535,878,MaxNI Network
0.7000000000000002,48.39476643513083,878,MaxNI Network
0.7000000000000002,45.09618239765243,878,MaxNI Network
0.7000000000000002,46.28082465915154,878,MaxNI Network
0.7000000000000002,50.279195060707764,878,MaxNI Network
0.7000000000000002,46.494306507682815,878,MaxNI Network
0.7000000000000002,30.8819616564398,878,MaxNI Network
0.7000000000000002,34.441659251270444,878,MaxNI Network
0.7000000000000002,48.814146767565134,878,MaxNI Network
0.7000000000000002,69.27233637627262,878,MaxNI Network
0.7000000000000002,47.515873128018576,878,MaxNI Network
0.7000000000000002,63.94208141524613,878,MaxNI Network
0.7500000000000002,95.10544149506059,878,MaxNI Network
0.7500000000000002,88.67798670975237,878,MaxNI Network
0.7500000000000002,130.66944516406429,878,MaxNI Network
0.7500000000000002,77.95125961643852,878,MaxNI Network
0.7500000000000002,91.3194353285826,878,MaxNI Network
0.7500000000000002,64.35637160790944,878,MaxNI Network
0.7500000000000002,75.53012215587755,878,MaxNI Network
0.7500000000000002,81.184250313065,878,MaxNI Network
0.7500000000000002,78.26251293507922,878,MaxNI Network
0.7500000000000002,76.2030187828021,878,MaxNI Network
0.7500000000000002,53.31402528389712,878,MaxNI Network
0.7500000000000002,89.48312736037892,878,MaxNI Network
0.7500000000000002,77.53173553649577,878,MaxNI Network
0.7500000000000002,74.71212426684644,878,MaxNI Network
0.7500000000000002,64.34489626875609,878,MaxNI Network
0.7500000000000002,107.504081056595,878,MaxNI Network
0.7500000000000002,86.0931486691736,878,MaxNI Network
0.7500000000000002,93.31892914359744,878,MaxNI Network
0.7500000000000002,58.364294652823496,878,MaxNI Network
0.7500000000000002,88.7524082534426,878,MaxNI Network
0.7500000000000002,104.67278919450858,878,MaxNI Network
0.7500000000000002,84.6333122304751,878,MaxNI Network
0.7500000000000002,77.46907031198316,878,MaxNI Network
0.7500000000000002,67.79875935600715,878,MaxNI Network
0.7500000000000002,60.19415997838449,878,MaxNI Network
0.7500000000000002,88.94937695521976,878,MaxNI Network
0.7500000000000002,61.86624675912198,878,MaxNI Network
0.7500000000000002,90.8993356794897,878,MaxNI Network
0.7500000000000002,82.89997257476979,878,MaxNI Network
0.7500000000000002,78.16549677958912,878,MaxNI Network
0.7500000000000002,78.83443807501064,878,MaxNI Network
0.7500000000000002,116.0285699737159,878,MaxNI Network
0.7500000000000002,57.8495409026068,878,MaxNI Network
0.7500000000000002,93.24542019934167,878,MaxNI Network
0.7500000000000002,108.80920657500428,878,MaxNI Network
0.7500000000000002,67.94712095985125,878,MaxNI Network
0.7500000000000002,104.94762567761217,878,MaxNI Network
0.7500000000000002,84.61938272812277,878,MaxNI Network
0.7500000000000002,101.89639207009793,878,MaxNI Network
0.7500000000000002,85.46909106898411,878,MaxNI Network
0.7500000000000002,61.912176560741145,878,MaxNI Network
0.7500000000000002,61.26181155948779,878,MaxNI Network
0.7500000000000002,65.66338025469318,878,MaxNI Network
0.7500000000000002,116.9691982394175,878,MaxNI Network
0.7500000000000002,71.39419030471639,878,MaxNI Network
0.7500000000000002,109.61089470057993,878,MaxNI Network
0.7500000000000002,86.77338140379382,878,MaxNI Network
0.7500000000000002,50.76235732019837,878,MaxNI Network
0.7500000000000002,61.85655419515079,878,MaxNI Network
0.7500000000000002,89.97227994372872,878,MaxNI Network
0.8000000000000003,144.12730874140777,878,MaxNI Network
0.8000000000000003,122.85545825784014,878,MaxNI Network
0.8000000000000003,137.71379374091234,878,MaxNI Network
0.8000000000000003,150.55099197564502,878,MaxNI Network
0.8000000000000003,126.21536342913942,878,MaxNI Network
0.8000000000000003,162.533848186261,878,MaxNI Network
0.8000000000000003,136.20808969216026,878,MaxNI Network
0.8000000000000003,147.51388523898552,878,MaxNI Network
0.8000000000000003,154.03510780268556,878,MaxNI Network
0.8000000000000003,130.38653139195674,878,MaxNI Network
0.8000000000000003,173.77111480180986,878,MaxNI Network
0.8000000000000003,134.315659064258,878,MaxNI Network
0.8000000000000003,131.71101420044175,878,MaxNI Network
0.8000000000000003,96.35628418131371,878,MaxNI Network
0.8000000000000003,151.93644299480113,878,MaxNI Network
0.8000000000000003,140.49824889440646,878,MaxNI Network
0.8000000000000003,154.87895695441415,878,MaxNI Network
0.8000000000000003,165.31832296824692,878,MaxNI Network
0.8000000000000003,154.26899303850155,878,MaxNI Network
0.8000000000000003,143.55820061624686,878,MaxNI Network
0.8000000000000003,127.35027387026025,878,MaxNI Network
0.8000000000000003,106.4398682734739,878,MaxNI Network
0.8000000000000003,135.05275434244308,878,MaxNI Network
0.8000000000000003,163.6634400509376,878,MaxNI Network
0.8000000000000003,170.0589211796571,878,MaxNI Network
0.8000000000000003,110.58183876504155,878,MaxNI Network
0.8000000000000003,108.79078045846418,878,MaxNI Network
0.8000000000000003,144.76865327549208,878,MaxNI Network
0.8000000000000003,141.58647911112809,878,MaxNI Network
0.8000000000000003,165.67810746531813,878,MaxNI Network
0.8000000000000003,130.8694556915914,878,MaxNI Network
0.8000000000000003,130.9546587503564,878,MaxNI Network
0.8000000000000003,147.98236826772768,878,MaxNI Network
0.8000000000000003,146.99938239430793,878,MaxNI Network
0.8000000000000003,176.50575394821988,878,MaxNI Network
0.8000000000000003,100.79039580316142,878,MaxNI Network
0.8000000000000003,109.99362379410738,878,MaxNI Network
0.8000000000000003,214.31792217415548,878,MaxNI Network
0.8000000000000003,124.91126306892207,878,MaxNI Network
0.8000000000000003,146.57569057207837,878,MaxNI Network
0.8000000000000003,166.99083788820766,878,MaxNI Network
0.8000000000000003,99.81038880554459,878,MaxNI Network
0.8000000000000003,143.68158893157786,878,MaxNI Network
0.8000000000000003,103.50525239433635,878,MaxNI Network
0.8000000000000003,139.81924707753066,878,MaxNI Network
0.8000000000000003,203.07373545647454,878,MaxNI Network
0.8000000000000003,100.5764973586657,878,MaxNI Network
0.8000000000000003,142.53360632738824,878,MaxNI Network
0.8000000000000003,156.41260041337267,878,MaxNI Network
0.8000000000000003,154.27739722482372,878,MaxNI Network
0.8500000000000003,245.81428068396065,878,MaxNI Network
0.8500000000000003,221.95109111798487,878,MaxNI Network
0.8500000000000003,219.06015168691778,878,MaxNI Network
0.8500000000000003,227.3629072454252,878,MaxNI Network
0.8500000000000003,230.72009000734406,878,MaxNI Network
0.8500000000000003,200.82030249828702,878,MaxNI Network
0.8500000000000003,243.56852319045373,878,MaxNI Network
0.8500000000000003,290.7881671083196,878,MaxNI Network
0.8500000000000003,266.69344394959853,878,MaxNI Network
0.8500000000000003,229.418522344601,878,MaxNI Network
0.8500000000000003,230.1417640577953,878,MaxNI Network
0.8500000000000003,259.3332059573413,878,MaxNI Network
0.8500000000000003,210.43942875550556,878,MaxNI Network
0.8500000000000003,203.1949096373913,878,MaxNI Network
0.8500000000000003,198.0086815177254,878,MaxNI Network
0.8500000000000003,272.47041601673925,878,MaxNI Network
0.8500000000000003,268.6391754656615,878,MaxNI Network
0.8500000000000003,226.36655770352604,878,MaxNI Network
0.8500000000000003,213.130594753536,878,MaxNI Network
0.8500000000000003,275.38584425599464,878,MaxNI Network
0.8500000000000003,229.26210632965635,878,MaxNI Network
0.8500000000000003,229.6104846091509,878,MaxNI Network
0.8500000000000003,239.685468146316,878,MaxNI Network
0.8500000000000003,236.39309057204346,878,MaxNI Network
0.8500000000000003,241.02830012977978,878,MaxNI Network
0.8500000000000003,238.4054574412362,878,MaxNI Network
0.8500000000000003,241.12637191722342,878,MaxNI Network
0.8500000000000003,260.7554948660062,878,MaxNI Network
0.8500000000000003,237.58351013235145,878,MaxNI Network
0.8500000000000003,204.5402722195242,878,MaxNI Network
0.8500000000000003,187.31933572261408,878,MaxNI Network
0.8500000000000003,188.69910798004162,878,MaxNI Network
0.8500000000000003,233.96504483368005,878,MaxNI Network
0.8500000000000003,250.29463898400388,878,MaxNI Network
0.8500000000000003,238.09445041332032,878,MaxNI Network
0.8500000000000003,271.6442423239609,878,MaxNI Network
0.8500000000000003,262.74677764118763,878,MaxNI Network
0.8500000000000003,279.39181304702373,878,MaxNI Network
0.8500000000000003,234.08354097217043,878,MaxNI Network
0.8500000000000003,270.95632276394656,878,MaxNI Network
0.8500000000000003,179.89914624982214,878,MaxNI Network
0.8500000000000003,241.14485120518904,878,MaxNI Network
0.8500000000000003,234.85101041495435,878,MaxNI Network
0.8500000000000003,204.5804424463787,878,MaxNI Network
0.8500000000000003,283.624773953205,878,MaxNI Network
0.8500000000000003,215.11101307495366,878,MaxNI Network
0.8500000000000003,197.34405980912936,878,MaxNI Network
0.8500000000000003,261.08524448591913,878,MaxNI Network
0.8500000000000003,255.6847382997065,878,MaxNI Network
0.8500000000000003,282.3775490963178,878,MaxNI Network
0.9000000000000004,426.8376501430752,878,MaxNI Network
0.9000000000000004,461.9469827879849,878,MaxNI Network
0.9000000000000004,406.6271939615851,878,MaxNI Network
0.9000000000000004,439.7930994116842,878,MaxNI Network
0.9000000000000004,378.7395784016132,878,MaxNI Network
0.9000000000000004,397.0495634403668,878,MaxNI Network
0.9000000000000004,319.27963031308104,878,MaxNI Network
0.9000000000000004,487.59844101120626,878,MaxNI Network
0.9000000000000004,459.1018611293972,878,MaxNI Network
0.9000000000000004,453.4440654333871,878,MaxNI Network
0.9000000000000004,413.95474656295283,878,MaxNI Network
0.9000000000000004,415.2068994777008,878,MaxNI Network
0.9000000000000004,412.06418879543423,878,MaxNI Network
0.9000000000000004,417.53259045705727,878,MaxNI Network
0.9000000000000004,380.6627787882718,878,MaxNI Network
0.9000000000000004,446.0123382772106,878,MaxNI Network
0.9000000000000004,454.57190866452083,878,MaxNI Network
0.9000000000000004,358.9464037884263,878,MaxNI Network
0.9000000000000004,477.7417431732276,878,MaxNI Network
0.9000000000000004,380.69933217559435,878,MaxNI Network
0.9000000000000004,412.9916146250692,878,MaxNI Network
0.9000000000000004,417.29388999822476,878,MaxNI Network
0.9000000000000004,418.6830278645283,878,MaxNI Network
0.9000000000000004,337.0498468887048,878,MaxNI Network
0.9000000000000004,401.594105875329,878,MaxNI Network
0.9000000000000004,547.9282730806791,878,MaxNI Network
0.9000000000000004,520.882383239731,878,MaxNI Network
0.9000000000000004,430.01323323083284,878,MaxNI Network
0.9000000000000004,435.7388203271014,878,MaxNI Network
0.9000000000000004,460.2056176437825,878,MaxNI Network
0.9000000000000004,380.95063766602743,878,MaxNI Network
0.9000000000000004,437.15835046038103,878,MaxNI Network
0.9000000000000004,432.3448872641212,878,MaxNI Network
0.9000000000000004,421.7168498726361,878,MaxNI Network
0.9000000000000004,394.9613715949192,878,MaxNI Network
0.9000000000000004,513.7056998199612,878,MaxNI Network
0.9000000000000004,354.4271153255295,878,MaxNI Network
0.9000000000000004,342.6856066214341,878,MaxNI Network
0.9000000000000004,446.64840522564447,878,MaxNI Network
0.9000000000000004,394.96859728953507,878,MaxNI Network
0.9000000000000004,412.4102611134166,878,MaxNI Network
0.9000000000000004,443.7551666167968,878,MaxNI Network
0.9000000000000004,431.23091760798667,878,MaxNI Network
0.9000000000000004,338.7305200959096,878,MaxNI Network
0.9000000000000004,491.59077494556175,878,MaxNI Network
0.9000000000000004,380.0029046047612,878,MaxNI Network
0.9000000000000004,491.0328722298758,878,MaxNI Network
0.9000000000000004,389.56279779482253,878,MaxNI Network
0.9000000000000004,370.48051795742407,878,MaxNI Network
0.9000000000000004,422.54385462203186,878,MaxNI Network
0.9500000000000004,586.6643508325581,878,MaxNI Network
0.9500000000000004,666.3456370068525,878,MaxNI Network
0.9500000000000004,695.9302320546094,878,MaxNI Network
0.9500000000000004,639.2524328507018,878,MaxNI Network
0.9500000000000004,713.5342420128985,878,MaxNI Network
0.9500000000000004,725.1844718260991,878,MaxNI Network
0.9500000000000004,620.3742056972693,878,MaxNI Network
0.9500000000000004,760.691927762401,878,MaxNI Network
0.9500000000000004,767.4963142706887,878,MaxNI Network
0.9500000000000004,677.2369946338575,878,MaxNI Network
0.9500000000000004,676.4707552254189,878,MaxNI Network
0.9500000000000004,538.3046615632818,878,MaxNI Network
0.9500000000000004,679.5132434185406,878,MaxNI Network
0.9500000000000004,720.5836774768966,878,MaxNI Network
0.9500000000000004,632.0973506933565,878,MaxNI Network
0.9500000000000004,664.2320843144031,878,MaxNI Network
0.9500000000000004,632.554449125907,878,MaxNI Network
0.9500000000000004,709.597480813213,878,MaxNI Network
0.9500000000000004,594.2337140221656,878,MaxNI Network
0.9500000000000004,707.1875816183315,878,MaxNI Network
0.9500000000000004,688.6293351811883,878,MaxNI Network
0.9500000000000004,578.1524134291797,878,MaxNI Network
0.9500000000000004,720.4459998921091,878,MaxNI Network
0.9500000000000004,607.2261723478938,878,MaxNI Network
0.9500000000000004,754.3384769197231,878,MaxNI Network
0.9500000000000004,758.3719582895536,878,MaxNI Network
0.9500000000000004,820.8255377675487,878,MaxNI Network
0.9500000000000004,793.9435435374426,878,MaxNI Network
0.9500000000000004,650.0356255594954,878,MaxNI Network
0.9500000000000004,681.2368693285516,878,MaxNI Network
0.9500000000000004,616.4246565926672,878,MaxNI Network
0.9500000000000004,659.2207680352975,878,MaxNI Network
0.9500000000000004,717.5957675959784,878,MaxNI Network
0.9500000000000004,647.449492938019,878,MaxNI Network
0.9500000000000004,529.6415568917041,878,MaxNI Network
0.9500000000000004,712.8666711936901,878,MaxNI Network
0.9500000000000004,810.1366153601559,878,MaxNI Network
0.9500000000000004,611.793521664287,878,MaxNI Network
0.9500000000000004,667.6077984541377,878,MaxNI Network
0.9500000000000004,667.847394861597,878,MaxNI Network
0.9500000000000004,647.222028201876,878,MaxNI Network
0.9500000000000004,717.087930390316,878,MaxNI Network
0.9500000000000004,717.7971777241913,878,MaxNI Network
0.9500000000000004,696.5837190001611,878,MaxNI Network
0.9500000000000004,689.359775475218,878,MaxNI Network
0.9500000000000004,609.4850161667079,878,MaxNI Network
0.9500000000000004,775.9019404516805,878,MaxNI Network
0.9500000000000004,677.2543412574917,878,MaxNI Network
0.9500000000000004,778.7199436076185,878,MaxNI Network
0.9500000000000004,679.9934476178568,878,MaxNI Network
