Demand,Original,MaxPTE,Random,MaxOut,MinOut,MaxBetweeness,MaxClustering
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.04694721373825853
10,0.006242596541104031,0.0,0.006242596541104031,0.006242596541104031,0.03555390117304207,0.006242596541104031,0.1352308040450243
15,0.010931947405827968,0.004979566453447049,0.018441275764036934,0.010931947405827968,0.08173921311390368,0.013437947555831643,0.2116127630399087
20,0.016053250232354776,0.008983653162757668,0.05398340628127649,0.01789404625225538,0.12177522096576202,0.033521527109804605,0.2843355872345946
25,0.02747859902710651,0.011653044302298021,0.10152012397849729,0.03317926237702342,0.15812036308501728,0.058691568326027975,0.3537070175828377
30,0.041657865218498236,0.013559752259112564,0.15765092835988176,0.05011557666128394,0.20104987397232055,0.0980556559185313,0.4267830799774971
35,0.07135195945068473,0.017142543089676252,0.22489929078398424,0.08187745696312217,0.2505766109310919,0.16441016925364937,0.5086885754717665
40,0.1066084358510413,0.028466745305291363,0.30271403221351056,0.12052792570336723,0.31270712609372114,0.24066615433274402,0.5926019730142911
45,0.16496992900147053,0.039729628870857354,0.39311912664289694,0.18173732826886937,0.38426813118725356,0.3476903710874846,0.6787447163563762
50,0.24586624475903351,0.05641828284144392,0.4921022974443113,0.269518005910796,0.4777223301823876,0.47658515199673196,0.7706515600284825
55,0.3602531343669435,0.09017625140637683,0.6007272563777217,0.39160818447199247,0.5853654007077201,0.6220709984097912,0.8736011568921468
60,0.4822762415259966,0.1413083606439909,0.7055702559456525,0.5254771258539483,0.7002330962868205,0.7681770098857729,0.9831568531725491
65,0.6016964907351021,0.19847774570046747,0.8191749642620346,0.6609059400108258,0.8183292699830339,0.9049286831722501,1.0880646128267986
70,0.7178192595469368,0.2679303853058814,0.9279788551407991,0.7969958679737231,0.9368806046063283,1.0400703739770127,1.1897773965052243
75,0.8298726202628337,0.34482482780315343,1.0396393397198382,0.929152308452895,1.0533566636835352,1.1658958746120964,1.2896311910402947
80,0.941372413441766,0.4370884153704066,1.1538863972878102,1.0668687036581972,1.1770628205249503,1.2890712965308457,1.394879982892361
85,1.0461090331629037,0.5309154300050787,1.2708848175387786,1.206614740800695,1.3053180109810285,1.408454314188303,1.5034924433380543
90,1.1442871914587975,0.6379961865116243,1.3889630969716964,1.342815910748638,1.4308961308730623,1.5207198183562025,1.610880199708795
95,1.2400122334200945,0.7465042921798543,1.5014110228494992,1.472311579151822,1.5517459461210905,1.6292134899201514,1.711652801014229
