Demand,Original,MaxPTE,Random,MaxOut,MinOut,MaxBetweeness,MaxClustering
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.005833333333333325,0.0,0.0024549549549549715
10,0.0,0.0,0.007198067632850224,0.0,0.014544580812696847,0.007198067632850224,0.0982802197670008
15,0.005956822206822213,0.0,0.01904118374227087,0.005956822206822213,0.035993376319463144,0.021623230074317167,0.19819802349912843
20,0.012597553597553657,0.0,0.0487527305136002,0.014430886930886993,0.06253694329781347,0.0633412058407701,0.2815134718422923
25,0.03559082265449212,0.011244750391753438,0.09531939344361984,0.04133156339523326,0.09351644365636484,0.11560732900375242,0.35295299996697427
30,0.0754917990374014,0.021694308454195038,0.16288248401875716,0.08755529110089282,0.14728684486550306,0.19922927638672525,0.4250579777022681
35,0.14146081407900024,0.03572277606763968,0.2667410494637061,0.1609964520521374,0.2303650457413891,0.30907525536984237,0.5216794349521083
40,0.22274833386423812,0.0582794764838449,0.3840300702902501,0.2502323930149653,0.31315149610775944,0.43703422286622684,0.609400114680471
45,0.31417916229222864,0.08442666675155341,0.4985727699340694,0.3479981488612174,0.40668950278683774,0.5653572525983112,0.7096663276508233
50,0.42149117194288366,0.12519579594683644,0.617315729867592,0.4597263538464098,0.5229152541010818,0.6990689092851999,0.810085521558593
55,0.5339916659477273,0.18575941044502123,0.7435160005911543,0.5800728103283417,0.6489619051870513,0.830792023813802,0.916932407760859
60,0.6481893954800927,0.26055492202934444,0.8679264531941417,0.7133454374823586,0.7888231513120029,0.951622369729929,1.0184860530746884
65,0.7615140635962576,0.34112778352958,0.9860542146661372,0.8463988499710656,0.9186554002504324,1.0659761196010957,1.117397606874447
70,0.8690604328082717,0.42985233993198474,1.1042143448231478,0.9754054543446427,1.0477946662197895,1.174851037444803,1.2279037224389484
75,0.9709195429059426,0.5293288050214358,1.2191508266326978,1.098749761984165,1.1816828103119754,1.2875001302956817,1.339902052406033
80,1.073107182160908,0.6290802812207265,1.3303539539749154,1.2212799373848255,1.3111382987507385,1.4040081912770506,1.4429368594589487
85,1.1815491712262145,0.7401872524862163,1.4350114792946274,1.3469047081469714,1.4347506849472786,1.5231980359113142,1.5499993984695406
90,1.2868245578753563,0.8504756453176641,1.5317843046697455,1.469996150547516,1.5528976576876394,1.6404677210564342,1.6611854593374813
95,1.3913654409870102,0.9593428757556917,1.627564380567285,1.5901012821742881,1.6653901828934858,1.7552286488872504,1.7724891638023197
