Demand,Original,MaxPTE,Random,MaxOut,MinOut,MaxBetweeness,MaxClustering
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.01137681159420288,0.0,0.0025,0.0,0.024584880926370938
10,0.0016321601104209878,0.0,0.026801242236024723,0.0016321601104209878,0.015488665923448568,0.0016321601104209878,0.07650843003038804
15,0.010523636991028332,0.0,0.05862169533365168,0.010523636991028332,0.042653288740245376,0.010523636991028332,0.15341984231691344
20,0.026669374104156682,0.001958592132505185,0.10014782077825671,0.026669374104156682,0.06908605404257619,0.026669374104156682,0.26167776131812914
25,0.044158239103891536,0.005798826777087635,0.14276021482543136,0.044158239103891536,0.10737102324277438,0.05193141367327591,0.34398346446357525
30,0.08022340151222325,0.014620844993515764,0.22539894392292,0.08022340151222325,0.17853158844755018,0.11331503212983758,0.42341666964875907
35,0.13740193167021705,0.027373553378988304,0.32594321635717677,0.138964431670217,0.2489677701995368,0.19474946391123252,0.4999718438772407
40,0.2102779782249602,0.04343359879209364,0.43222961735234444,0.21445322818074253,0.32579169196895225,0.2983302694925973,0.5735793093691265
45,0.2926581930195688,0.0771676310362136,0.5418396911029877,0.3015048044410643,0.41198623879337815,0.41131637056655274,0.6527813320064164
50,0.3852774520165972,0.1281569897584786,0.660503984460228,0.40248014026855283,0.5123281366874572,0.5351052406919065,0.7430951101068303
55,0.5064660334507229,0.19837895909490436,0.7864964130922348,0.5349385264433707,0.6255326332162058,0.6820410347356904,0.8441649041024358
60,0.6357813969698363,0.287884081436416,0.9071390787719849,0.6745540344906938,0.7519007686823179,0.8324337761102653,0.9561709379856036
65,0.7634893123902889,0.37291306266657026,1.0236197776226876,0.8133419156221343,0.886392033713114,0.9700347181612334,1.073726337837536
70,0.8824321022038584,0.45729273573189666,1.130025180004623,0.9464426718541605,1.0167388912321105,1.1001600336805875,1.1929219300392595
75,0.996483849236118,0.5566157511975687,1.2366706023415628,1.0795466015078197,1.1424045047396576,1.221877871642234,1.3079641217265492
80,1.1069339522278474,0.6662802260336681,1.3469959196992445,1.2106469385344307,1.2738762151304512,1.3431241434464494,1.4196157758242185
85,1.2133172523564038,0.7753086791007133,1.4570035880713146,1.337197501712457,1.4036843159040528,1.462527811916968,1.529532812751706
90,1.315748162976876,0.8859000377366302,1.5650677074542962,1.4590781852870602,1.531483261087529,1.5756670324490465,1.6384447437100638
95,1.4115000921353937,0.9941173866493,1.6658338390271104,1.5780113099006876,1.652253613784908,1.6851642217631575,1.7482882818696637
